allele_name	gene_family	consensus_gene_name	consensus_product	threshold	alleles_at_maximum_threshold	number_genomes	average_dose	min_dose	max_dose	genomes_containing_fissions	genomes_containing_duplications	number_fission_loci	number_duplicated_loci	no_loci	products	gene_names	min_length(bp)	max_length(bp)	average_length(bp)	cluster	cluster_order	GCA_029747675_1_ASM2974767v1_genomic	GCA_029747785_1_ASM2974778v1_genomic	GCA_029747985_1_ASM2974798v1_genomic	GCA_030235295_1_ASM3023529v1_genomic	GCA_030235365_1_ASM3023536v1_genomic	GCA_030235425_1_ASM3023542v1_genomic	GCA_030239835_1_ASM3023983v1_genomic	GCA_030239865_1_ASM3023986v1_genomic	GCA_030240135_1_ASM3024013v1_genomic	GCA_030240165_1_ASM3024016v1_genomic
g00075_00006	g00075	NA	respiratory nitrate reductase subunit gamma	98	1	10	1	1	1	0	0	0	0	10	respiratory nitrate reductase subunit gamma(10)	NA(10)	720	720	720.00	10	33	GCA_029747675_1_ASM2974767v1_genomic_01520	GCA_029747785_1_ASM2974778v1_genomic_01509	GCA_029747985_1_ASM2974798v1_genomic_01512	GCA_030235295_1_ASM3023529v1_genomic_00430	GCA_030235365_1_ASM3023536v1_genomic_00587	GCA_030235425_1_ASM3023542v1_genomic_00921	GCA_030239835_1_ASM3023983v1_genomic_00638	GCA_030239865_1_ASM3023986v1_genomic_01088	GCA_030240135_1_ASM3024013v1_genomic_01308	GCA_030240165_1_ASM3024016v1_genomic_01537
g00118_00006	g00118	NA	L-threonylcarbamoyladenylate synthase	98	1	10	1	1	1	0	0	0	0	10	L-threonylcarbamoyladenylate synthase(10)	NA(10)	618	618	618.00	11	1	GCA_029747675_1_ASM2974767v1_genomic_00880	GCA_029747785_1_ASM2974778v1_genomic_00864	GCA_029747985_1_ASM2974798v1_genomic_00867	GCA_030235295_1_ASM3023529v1_genomic_01565	GCA_030235365_1_ASM3023536v1_genomic_01849	GCA_030235425_1_ASM3023542v1_genomic_01800	GCA_030239835_1_ASM3023983v1_genomic_01531	GCA_030239865_1_ASM3023986v1_genomic_01838	GCA_030240135_1_ASM3024013v1_genomic_00986	GCA_030240165_1_ASM3024016v1_genomic_00854
g00994_00006	g00994	NA	Membrane-associated serine protease%2C rhomboid family	98	1	10	1	1	1	0	0	0	0	10	Membrane-associated serine protease%2C rhomboid family(10)	NA(10)	618	900	815.40	11	2	GCA_029747675_1_ASM2974767v1_genomic_00879	GCA_029747785_1_ASM2974778v1_genomic_00863	GCA_029747985_1_ASM2974798v1_genomic_00866	GCA_030235295_1_ASM3023529v1_genomic_01560	GCA_030235365_1_ASM3023536v1_genomic_01847	GCA_030235425_1_ASM3023542v1_genomic_01796	GCA_030239835_1_ASM3023983v1_genomic_01528	GCA_030239865_1_ASM3023986v1_genomic_01839	GCA_030240135_1_ASM3024013v1_genomic_00994	GCA_030240165_1_ASM3024016v1_genomic_00855
g00409_00006	g00409	NA	N-acetylglucosaminyl deacetylase%2C LmbE family	98	1	10	1	1	1	0	0	0	0	10	N-acetylglucosaminyl deacetylase%2C LmbE family(10)	NA(10)	801	801	801.00	11	3	GCA_029747675_1_ASM2974767v1_genomic_00878	GCA_029747785_1_ASM2974778v1_genomic_00862	GCA_029747985_1_ASM2974798v1_genomic_00865	GCA_030235295_1_ASM3023529v1_genomic_01554	GCA_030235365_1_ASM3023536v1_genomic_01843	GCA_030235425_1_ASM3023542v1_genomic_01791	GCA_030239835_1_ASM3023983v1_genomic_01521	GCA_030239865_1_ASM3023986v1_genomic_01840	GCA_030240135_1_ASM3024013v1_genomic_01008	GCA_030240165_1_ASM3024016v1_genomic_00856
g00596_00006	g00596	NA	ABC-type uncharacterized transport system%2C ATPase component	98	1	10	1	1	1	0	0	0	0	10	ABC-type uncharacterized transport system%2C ATPase component(10)	NA(10)	792	792	792.00	11	4	GCA_029747675_1_ASM2974767v1_genomic_00877	GCA_029747785_1_ASM2974778v1_genomic_00861	GCA_029747985_1_ASM2974798v1_genomic_00864	GCA_030235295_1_ASM3023529v1_genomic_01543	GCA_030235365_1_ASM3023536v1_genomic_01835	GCA_030235425_1_ASM3023542v1_genomic_01783	GCA_030239835_1_ASM3023983v1_genomic_01518	GCA_030239865_1_ASM3023986v1_genomic_01841	GCA_030240135_1_ASM3024013v1_genomic_01030	GCA_030240165_1_ASM3024016v1_genomic_00857
g00216_00006	g00216	NA	Broad specificity phosphatase PhoE	98	1	10	1	1	1	0	0	0	0	10	Broad specificity phosphatase PhoE(10)	NA(10)	624	624	624.00	11	5	GCA_029747675_1_ASM2974767v1_genomic_00876	GCA_029747785_1_ASM2974778v1_genomic_00860	GCA_029747985_1_ASM2974798v1_genomic_00863	GCA_030235295_1_ASM3023529v1_genomic_01530	GCA_030235365_1_ASM3023536v1_genomic_01827	GCA_030235425_1_ASM3023542v1_genomic_01773	GCA_030239835_1_ASM3023983v1_genomic_01511	GCA_030239865_1_ASM3023986v1_genomic_01842	GCA_030240135_1_ASM3024013v1_genomic_01051	GCA_030240165_1_ASM3024016v1_genomic_00858
g00787_00006	g00787	NA	glutamine--tRNA ligase/YqeY domain fusion protein	98	1	10	1	1	1	0	0	0	0	10	glutamine--tRNA ligase/YqeY domain fusion protein(10)	NA(10)	1713	1713	1713.00	11	6	GCA_029747675_1_ASM2974767v1_genomic_00875	GCA_029747785_1_ASM2974778v1_genomic_00859	GCA_029747985_1_ASM2974798v1_genomic_00862	GCA_030235295_1_ASM3023529v1_genomic_01514	GCA_030235365_1_ASM3023536v1_genomic_01817	GCA_030235425_1_ASM3023542v1_genomic_01767	GCA_030239835_1_ASM3023983v1_genomic_01506	GCA_030239865_1_ASM3023986v1_genomic_01843	GCA_030240135_1_ASM3024013v1_genomic_01055	GCA_030240165_1_ASM3024016v1_genomic_00859
g00986_00006	g00986	NA	phosphoribosyl-AMP cyclohydrolase	98	1	10	1	1	1	0	0	0	0	10	phosphoribosyl-AMP cyclohydrolase(10)	NA(10)	453	453	453.00	11	7	GCA_029747675_1_ASM2974767v1_genomic_00874	GCA_029747785_1_ASM2974778v1_genomic_00858	GCA_029747985_1_ASM2974798v1_genomic_00861	GCA_030235295_1_ASM3023529v1_genomic_01504	GCA_030235365_1_ASM3023536v1_genomic_01809	GCA_030235425_1_ASM3023542v1_genomic_01761	GCA_030239835_1_ASM3023983v1_genomic_01502	GCA_030239865_1_ASM3023986v1_genomic_01844	GCA_030240135_1_ASM3024013v1_genomic_01078	GCA_030240165_1_ASM3024016v1_genomic_00860
g01044_00006	g01044	NA	anthranilate synthase component I	98	1	10	1	1	1	0	0	0	0	10	anthranilate synthase component I(10)	NA(10)	1533	1533	1533.00	11	8	GCA_029747675_1_ASM2974767v1_genomic_00873	GCA_029747785_1_ASM2974778v1_genomic_00857	GCA_029747985_1_ASM2974798v1_genomic_00860	GCA_030235295_1_ASM3023529v1_genomic_01496	GCA_030235365_1_ASM3023536v1_genomic_01802	GCA_030235425_1_ASM3023542v1_genomic_01755	GCA_030239835_1_ASM3023983v1_genomic_01498	GCA_030239865_1_ASM3023986v1_genomic_01845	GCA_030240135_1_ASM3024013v1_genomic_01083	GCA_030240165_1_ASM3024016v1_genomic_00861
g01027_00006	g01027	NA	indole-3-glycerol phosphate synthase TrpC	98	1	10	1	1	1	0	0	0	0	10	indole-3-glycerol phosphate synthase TrpC(10)	NA(10)	861	861	861.00	11	9	GCA_029747675_1_ASM2974767v1_genomic_00872	GCA_029747785_1_ASM2974778v1_genomic_00856	GCA_029747985_1_ASM2974798v1_genomic_00859	GCA_030235295_1_ASM3023529v1_genomic_01490	GCA_030235365_1_ASM3023536v1_genomic_01797	GCA_030235425_1_ASM3023542v1_genomic_01751	GCA_030239835_1_ASM3023983v1_genomic_01497	GCA_030239865_1_ASM3023986v1_genomic_01846	GCA_030240135_1_ASM3024013v1_genomic_01098	GCA_030240165_1_ASM3024016v1_genomic_00862
g00683_00006	g00683	NA	tryptophan synthase subunit beta	98	1	10	1	1	1	0	0	0	0	10	tryptophan synthase subunit beta(10)	NA(10)	1254	1254	1254.00	11	10	GCA_029747675_1_ASM2974767v1_genomic_00871	GCA_029747785_1_ASM2974778v1_genomic_00855	GCA_029747985_1_ASM2974798v1_genomic_00858	GCA_030235295_1_ASM3023529v1_genomic_01484	GCA_030235365_1_ASM3023536v1_genomic_01789	GCA_030235425_1_ASM3023542v1_genomic_01744	GCA_030239835_1_ASM3023983v1_genomic_01493	GCA_030239865_1_ASM3023986v1_genomic_01847	GCA_030240135_1_ASM3024013v1_genomic_01103	GCA_030240165_1_ASM3024016v1_genomic_00863
g01830_00006	g01830	NA	tryptophan synthase subunit alpha	98	1	10	1	1	1	0	0	0	0	10	tryptophan synthase subunit alpha(10)	NA(10)	897	897	897.00	11	11	GCA_029747675_1_ASM2974767v1_genomic_00870	GCA_029747785_1_ASM2974778v1_genomic_00854	GCA_029747985_1_ASM2974798v1_genomic_00857	GCA_030235295_1_ASM3023529v1_genomic_01476	GCA_030235365_1_ASM3023536v1_genomic_01781	GCA_030235425_1_ASM3023542v1_genomic_01740	GCA_030239835_1_ASM3023983v1_genomic_01489	GCA_030239865_1_ASM3023986v1_genomic_01848	GCA_030240135_1_ASM3024013v1_genomic_01113	GCA_030240165_1_ASM3024016v1_genomic_00864
g01304_00006	g01304	NA	prolipoprotein diacylglyceryl transferase	98	1	10	1	1	1	0	0	0	0	10	prolipoprotein diacylglyceryl transferase(10)	NA(10)	972	972	972.00	11	12	GCA_029747675_1_ASM2974767v1_genomic_00869	GCA_029747785_1_ASM2974778v1_genomic_00853	GCA_029747985_1_ASM2974798v1_genomic_00856	GCA_030235295_1_ASM3023529v1_genomic_01469	GCA_030235365_1_ASM3023536v1_genomic_01776	GCA_030235425_1_ASM3023542v1_genomic_01737	GCA_030239835_1_ASM3023983v1_genomic_01485	GCA_030239865_1_ASM3023986v1_genomic_01849	GCA_030240135_1_ASM3024013v1_genomic_01120	GCA_030240165_1_ASM3024016v1_genomic_00865
g00485_00006	g00485	NA	glutamate synthase large subunit	98	1	10	1	1	1	0	0	0	0	10	glutamate synthase large subunit(10)	NA(10)	4509	4509	4509.00	11	13	GCA_029747675_1_ASM2974767v1_genomic_00868	GCA_029747785_1_ASM2974778v1_genomic_00852	GCA_029747985_1_ASM2974798v1_genomic_00855	GCA_030235295_1_ASM3023529v1_genomic_01424	GCA_030235365_1_ASM3023536v1_genomic_01742	GCA_030235425_1_ASM3023542v1_genomic_01718	GCA_030239835_1_ASM3023983v1_genomic_01472	GCA_030239865_1_ASM3023986v1_genomic_01850	GCA_030240135_1_ASM3024013v1_genomic_01129	GCA_030240165_1_ASM3024016v1_genomic_00866
g00657_00006	g00657	NA	NADPH-dependent glutamate synthase beta chain or related oxidoreductase	98	1	10	1	1	1	0	0	0	0	10	NADPH-dependent glutamate synthase beta chain or related oxidoreductase(10)	NA(10)	1470	1470	1470.00	11	14	GCA_029747675_1_ASM2974767v1_genomic_00867	GCA_029747785_1_ASM2974778v1_genomic_00851	GCA_029747985_1_ASM2974798v1_genomic_00854	GCA_030235295_1_ASM3023529v1_genomic_01411	GCA_030235365_1_ASM3023536v1_genomic_01732	GCA_030235425_1_ASM3023542v1_genomic_01713	GCA_030239835_1_ASM3023983v1_genomic_01465	GCA_030239865_1_ASM3023986v1_genomic_01851	GCA_030240135_1_ASM3024013v1_genomic_01166	GCA_030240165_1_ASM3024016v1_genomic_00867
g00382_00006	g00382	NA	DUF308 domain-containing protein	98	1	10	1	1	1	0	0	0	0	10	DUF308 domain-containing protein(10)	NA(10)	672	672	672.00	11	15	GCA_029747675_1_ASM2974767v1_genomic_00866	GCA_029747785_1_ASM2974778v1_genomic_00850	GCA_029747985_1_ASM2974798v1_genomic_00853	GCA_030235295_1_ASM3023529v1_genomic_01406	GCA_030235365_1_ASM3023536v1_genomic_01726	GCA_030235425_1_ASM3023542v1_genomic_01708	GCA_030239835_1_ASM3023983v1_genomic_01462	GCA_030239865_1_ASM3023986v1_genomic_01852	GCA_030240135_1_ASM3024013v1_genomic_01176	GCA_030240165_1_ASM3024016v1_genomic_00868
g00609_00006	g00609	NA	DNA polymerase III subunit alpha	98	1	10	1	1	1	0	0	0	0	10	DNA polymerase III subunit alpha(10)	NA(10)	3573	3573	3573.00	11	16	GCA_029747675_1_ASM2974767v1_genomic_00865	GCA_029747785_1_ASM2974778v1_genomic_00849	GCA_029747985_1_ASM2974798v1_genomic_00852	GCA_030235295_1_ASM3023529v1_genomic_01375	GCA_030235365_1_ASM3023536v1_genomic_01695	GCA_030235425_1_ASM3023542v1_genomic_01690	GCA_030239835_1_ASM3023983v1_genomic_01446	GCA_030239865_1_ASM3023986v1_genomic_01853	GCA_030240135_1_ASM3024013v1_genomic_01183	GCA_030240165_1_ASM3024016v1_genomic_00869
g01129_00006	g01129	NA	Cys-tRNA(Pro) deacylase	98	1	10	1	1	1	0	0	0	0	10	Cys-tRNA(Pro) deacylase(10)	NA(10)	519	519	519.00	11	17	GCA_029747675_1_ASM2974767v1_genomic_00864	GCA_029747785_1_ASM2974778v1_genomic_00848	GCA_029747985_1_ASM2974798v1_genomic_00851	GCA_030235295_1_ASM3023529v1_genomic_01364	GCA_030235365_1_ASM3023536v1_genomic_01684	GCA_030235425_1_ASM3023542v1_genomic_01683	GCA_030239835_1_ASM3023983v1_genomic_01442	GCA_030239865_1_ASM3023986v1_genomic_01854	GCA_030240135_1_ASM3024013v1_genomic_01212	GCA_030240165_1_ASM3024016v1_genomic_00870
g00808_00006	g00808	NA	Histidinol dehydrogenase	98	1	10	1	1	1	0	0	0	0	10	Histidinol dehydrogenase(10)	NA(10)	1314	1314	1314.00	11	18	GCA_029747675_1_ASM2974767v1_genomic_00863	GCA_029747785_1_ASM2974778v1_genomic_00847	GCA_029747985_1_ASM2974798v1_genomic_00850	GCA_030235295_1_ASM3023529v1_genomic_01346	GCA_030235365_1_ASM3023536v1_genomic_01660	GCA_030235425_1_ASM3023542v1_genomic_01674	GCA_030239835_1_ASM3023983v1_genomic_01428	GCA_030239865_1_ASM3023986v1_genomic_01855	GCA_030240135_1_ASM3024013v1_genomic_01223	GCA_030240165_1_ASM3024016v1_genomic_00871
g00496_00006	g00496	NA	histidinol-phosphate transaminase	98	1	10	1	1	1	0	0	0	0	10	histidinol-phosphate transaminase(10)	NA(10)	1221	1221	1221.00	11	19	GCA_029747675_1_ASM2974767v1_genomic_00862	GCA_029747785_1_ASM2974778v1_genomic_00846	GCA_029747985_1_ASM2974798v1_genomic_00849	GCA_030235295_1_ASM3023529v1_genomic_01335	GCA_030235365_1_ASM3023536v1_genomic_01648	GCA_030235425_1_ASM3023542v1_genomic_01668	GCA_030239835_1_ASM3023983v1_genomic_01422	GCA_030239865_1_ASM3023986v1_genomic_01856	GCA_030240135_1_ASM3024013v1_genomic_01234	GCA_030240165_1_ASM3024016v1_genomic_00872
g00666_00006	g00666	NA	imidazoleglycerol-phosphate dehydratase HisB	98	1	10	1	1	1	0	0	0	0	10	imidazoleglycerol-phosphate dehydratase HisB(10)	NA(10)	609	609	609.00	11	20	GCA_029747675_1_ASM2974767v1_genomic_00861	GCA_029747785_1_ASM2974778v1_genomic_00845	GCA_029747985_1_ASM2974798v1_genomic_00848	GCA_030235295_1_ASM3023529v1_genomic_01326	GCA_030235365_1_ASM3023536v1_genomic_01641	GCA_030235425_1_ASM3023542v1_genomic_01665	GCA_030239835_1_ASM3023983v1_genomic_01417	GCA_030239865_1_ASM3023986v1_genomic_01857	GCA_030240135_1_ASM3024013v1_genomic_01246	GCA_030240165_1_ASM3024016v1_genomic_00873
g00525_00006	g00525	NA	imidazole glycerol phosphate synthase subunit HisH	98	1	10	1	1	1	0	0	0	0	10	imidazole glycerol phosphate synthase subunit HisH(10)	NA(10)	678	678	678.00	11	21	GCA_029747675_1_ASM2974767v1_genomic_00860	GCA_029747785_1_ASM2974778v1_genomic_00844	GCA_029747985_1_ASM2974798v1_genomic_00847	GCA_030235295_1_ASM3023529v1_genomic_01313	GCA_030235365_1_ASM3023536v1_genomic_01632	GCA_030235425_1_ASM3023542v1_genomic_01660	GCA_030239835_1_ASM3023983v1_genomic_01412	GCA_030239865_1_ASM3023986v1_genomic_01858	GCA_030240135_1_ASM3024013v1_genomic_01252	GCA_030240165_1_ASM3024016v1_genomic_00874
g00632_00006	g00632	NA	bifunctional 1-(5-phosphoribosyl)-5-((5-phosphoribosylamino)methylidenea mino)imidazole-4-carboxamide isomerase/phosphoribosylanthranilate isomerase PriA	98	1	10	1	1	1	0	0	0	0	10	bifunctional 1-(5-phosphoribosyl)-5-((5-phosphoribosylamino)methylidenea mino)imidazole-4-carboxamide isomerase/phosphoribosylanthranilate isomerase PriA(10)	NA(10)	726	726	726.00	11	22	GCA_029747675_1_ASM2974767v1_genomic_00859	GCA_029747785_1_ASM2974778v1_genomic_00843	GCA_029747985_1_ASM2974798v1_genomic_00846	GCA_030235295_1_ASM3023529v1_genomic_01303	GCA_030235365_1_ASM3023536v1_genomic_01623	GCA_030235425_1_ASM3023542v1_genomic_01653	GCA_030239835_1_ASM3023983v1_genomic_01408	GCA_030239865_1_ASM3023986v1_genomic_01859	GCA_030240135_1_ASM3024013v1_genomic_01258	GCA_030240165_1_ASM3024016v1_genomic_00875
g00364_00006	g00364	NA	Ribosomal protein S18 acetylase RimI and related acetyltransferases	98	1	10	1	1	1	0	0	0	0	10	Ribosomal protein S18 acetylase RimI and related acetyltransferases(10)	NA(10)	1038	1038	1038.00	11	23	GCA_029747675_1_ASM2974767v1_genomic_00858	GCA_029747785_1_ASM2974778v1_genomic_00842	GCA_029747985_1_ASM2974798v1_genomic_00845	GCA_030235295_1_ASM3023529v1_genomic_01291	GCA_030235365_1_ASM3023536v1_genomic_01613	GCA_030235425_1_ASM3023542v1_genomic_01643	GCA_030239835_1_ASM3023983v1_genomic_01400	GCA_030239865_1_ASM3023986v1_genomic_01860	GCA_030240135_1_ASM3024013v1_genomic_01263	GCA_030240165_1_ASM3024016v1_genomic_00876
g00083_00006	g00083	NA	YebC/PmpR family DNA-binding transcriptional regulator	98	1	10	1	1	1	0	0	0	0	10	YebC/PmpR family DNA-binding transcriptional regulator(10)	NA(10)	801	801	801.00	11	24	GCA_029747675_1_ASM2974767v1_genomic_00857	GCA_029747785_1_ASM2974778v1_genomic_00841	GCA_029747985_1_ASM2974798v1_genomic_00844	GCA_030235295_1_ASM3023529v1_genomic_01277	GCA_030235365_1_ASM3023536v1_genomic_01602	GCA_030235425_1_ASM3023542v1_genomic_01635	GCA_030239835_1_ASM3023983v1_genomic_01395	GCA_030239865_1_ASM3023986v1_genomic_01861	GCA_030240135_1_ASM3024013v1_genomic_01273	GCA_030240165_1_ASM3024016v1_genomic_00877
g00957_00006	g00957	NA	crossover junction endodeoxyribonuclease RuvC	98	1	10	1	1	1	0	0	0	0	10	crossover junction endodeoxyribonuclease RuvC(10)	NA(10)	612	621	612.90	11	25	GCA_029747675_1_ASM2974767v1_genomic_00856	GCA_029747785_1_ASM2974778v1_genomic_00840	GCA_029747985_1_ASM2974798v1_genomic_00843	GCA_030235295_1_ASM3023529v1_genomic_01267	GCA_030235365_1_ASM3023536v1_genomic_01592	GCA_030235425_1_ASM3023542v1_genomic_01630	GCA_030239835_1_ASM3023983v1_genomic_01392	GCA_030239865_1_ASM3023986v1_genomic_01862	GCA_030240135_1_ASM3024013v1_genomic_01284	GCA_030240165_1_ASM3024016v1_genomic_00878
g00195_00006	g00195	NA	Holliday junction branch migration protein RuvA	98	1	10	1	1	1	0	0	0	0	10	Holliday junction branch migration protein RuvA(10)	NA(10)	612	612	612.00	11	26	GCA_029747675_1_ASM2974767v1_genomic_00855	GCA_029747785_1_ASM2974778v1_genomic_00839	GCA_029747985_1_ASM2974798v1_genomic_00842	GCA_030235295_1_ASM3023529v1_genomic_01259	GCA_030235365_1_ASM3023536v1_genomic_01587	GCA_030235425_1_ASM3023542v1_genomic_01625	GCA_030239835_1_ASM3023983v1_genomic_01386	GCA_030239865_1_ASM3023986v1_genomic_01863	GCA_030240135_1_ASM3024013v1_genomic_01287	GCA_030240165_1_ASM3024016v1_genomic_00879
g00663_00006	g00663	NA	Holliday junction branch migration DNA helicase RuvB	98	1	10	1	1	1	0	0	0	0	10	Holliday junction branch migration DNA helicase RuvB(10)	NA(10)	1026	1026	1026.00	11	27	GCA_029747675_1_ASM2974767v1_genomic_00854	GCA_029747785_1_ASM2974778v1_genomic_00838	GCA_029747985_1_ASM2974798v1_genomic_00841	GCA_030235295_1_ASM3023529v1_genomic_01248	GCA_030235365_1_ASM3023536v1_genomic_01579	GCA_030235425_1_ASM3023542v1_genomic_01614	GCA_030239835_1_ASM3023983v1_genomic_01379	GCA_030239865_1_ASM3023986v1_genomic_01864	GCA_030240135_1_ASM3024013v1_genomic_01292	GCA_030240165_1_ASM3024016v1_genomic_00880
g00861_00006	g00861	NA	preprotein translocase subunit YajC	98	1	10	1	1	1	0	0	0	0	10	preprotein translocase subunit YajC(10)	NA(10)	504	504	504.00	11	28	GCA_029747675_1_ASM2974767v1_genomic_00853	GCA_029747785_1_ASM2974778v1_genomic_00837	GCA_029747985_1_ASM2974798v1_genomic_00840	GCA_030235295_1_ASM3023529v1_genomic_01239	GCA_030235365_1_ASM3023536v1_genomic_01567	GCA_030235425_1_ASM3023542v1_genomic_01612	GCA_030239835_1_ASM3023983v1_genomic_01372	GCA_030239865_1_ASM3023986v1_genomic_01865	GCA_030240135_1_ASM3024013v1_genomic_01298	GCA_030240165_1_ASM3024016v1_genomic_00881
g00357_00006	g00357	NA	Preprotein translocase subunit SecD	98	1	10	1	1	1	0	0	0	0	10	Preprotein translocase subunit SecD(10)	NA(10)	1719	1719	1719.00	11	29	GCA_029747675_1_ASM2974767v1_genomic_00852	GCA_029747785_1_ASM2974778v1_genomic_00836	GCA_029747985_1_ASM2974798v1_genomic_00839	GCA_030235295_1_ASM3023529v1_genomic_01219	GCA_030235365_1_ASM3023536v1_genomic_01546	GCA_030235425_1_ASM3023542v1_genomic_01598	GCA_030239835_1_ASM3023983v1_genomic_01362	GCA_030239865_1_ASM3023986v1_genomic_01866	GCA_030240135_1_ASM3024013v1_genomic_01300	GCA_030240165_1_ASM3024016v1_genomic_00882
g00416_00006	g00416	NA	Preprotein translocase subunit SecF	98	1	10	1	1	1	0	0	0	0	10	Preprotein translocase subunit SecF(10)	NA(10)	1248	1248	1248.00	11	30	GCA_029747675_1_ASM2974767v1_genomic_00851	GCA_029747785_1_ASM2974778v1_genomic_00835	GCA_029747985_1_ASM2974798v1_genomic_00838	GCA_030235295_1_ASM3023529v1_genomic_01207	GCA_030235365_1_ASM3023536v1_genomic_01531	GCA_030235425_1_ASM3023542v1_genomic_01591	GCA_030239835_1_ASM3023983v1_genomic_01353	GCA_030239865_1_ASM3023986v1_genomic_01867	GCA_030240135_1_ASM3024013v1_genomic_01312	GCA_030240165_1_ASM3024016v1_genomic_00883
g00282_00006	g00282	NA	adenine phosphoribosyltransferase	98	1	10	1	1	1	0	0	0	0	10	adenine phosphoribosyltransferase(10)	NA(10)	540	540	540.00	11	31	GCA_029747675_1_ASM2974767v1_genomic_00850	GCA_029747785_1_ASM2974778v1_genomic_00834	GCA_029747985_1_ASM2974798v1_genomic_00837	GCA_030235295_1_ASM3023529v1_genomic_01200	GCA_030235365_1_ASM3023536v1_genomic_01523	GCA_030235425_1_ASM3023542v1_genomic_01582	GCA_030239835_1_ASM3023983v1_genomic_01348	GCA_030239865_1_ASM3023986v1_genomic_01868	GCA_030240135_1_ASM3024013v1_genomic_01321	GCA_030240165_1_ASM3024016v1_genomic_00884
g00137_00006	g00137	NA	(p)ppGpp synthase/hydrolase%2C HD superfamily	98	1	10	1	1	1	0	0	0	0	10	(p)ppGpp synthase/hydrolase%2C HD superfamily(10)	NA(10)	2352	2352	2352.00	11	32	GCA_029747675_1_ASM2974767v1_genomic_00849	GCA_029747785_1_ASM2974778v1_genomic_00833	GCA_029747985_1_ASM2974798v1_genomic_00836	GCA_030235295_1_ASM3023529v1_genomic_01161	GCA_030235365_1_ASM3023536v1_genomic_01495	GCA_030235425_1_ASM3023542v1_genomic_01564	GCA_030239835_1_ASM3023983v1_genomic_01333	GCA_030239865_1_ASM3023986v1_genomic_01869	GCA_030240135_1_ASM3024013v1_genomic_01325	GCA_030240165_1_ASM3024016v1_genomic_00885
g00283_00006	g00283	NA	Homoaconitase/3-isopropylmalate dehydratase large subunit	98	1	10	1	1	1	0	0	0	0	10	Homoaconitase/3-isopropylmalate dehydratase large subunit(10)	NA(10)	1410	1410	1410.00	12	1	GCA_029747675_1_ASM2974767v1_genomic_00967	GCA_029747785_1_ASM2974778v1_genomic_00953	GCA_029747985_1_ASM2974798v1_genomic_00956	GCA_030235295_1_ASM3023529v1_genomic_01871	GCA_030235365_1_ASM3023536v1_genomic_00449	GCA_030235425_1_ASM3023542v1_genomic_01126	GCA_030239835_1_ASM3023983v1_genomic_01801	GCA_030239865_1_ASM3023986v1_genomic_01755	GCA_030240135_1_ASM3024013v1_genomic_01736	GCA_030240165_1_ASM3024016v1_genomic_00770
g01240_00006	g01240	NA	3-isopropylmalate dehydratase small subunit	98	1	10	1	1	1	0	0	0	0	10	3-isopropylmalate dehydratase small subunit(10)	NA(10)	597	597	597.00	12	2	GCA_029747675_1_ASM2974767v1_genomic_00966	GCA_029747785_1_ASM2974778v1_genomic_00952	GCA_029747985_1_ASM2974798v1_genomic_00955	GCA_030235295_1_ASM3023529v1_genomic_01870	GCA_030235365_1_ASM3023536v1_genomic_00416	GCA_030235425_1_ASM3023542v1_genomic_01157	GCA_030239835_1_ASM3023983v1_genomic_01800	GCA_030239865_1_ASM3023986v1_genomic_01756	GCA_030240135_1_ASM3024013v1_genomic_01738	GCA_030240165_1_ASM3024016v1_genomic_00771
g00290_00006	g00290	NA	1-acyl-sn-glycerol-3-phosphate acyltransferase	98	1	10	1	1	1	0	0	0	0	10	1-acyl-sn-glycerol-3-phosphate acyltransferase(10)	NA(10)	804	804	804.00	12	3	GCA_029747675_1_ASM2974767v1_genomic_00965	GCA_029747785_1_ASM2974778v1_genomic_00951	GCA_029747985_1_ASM2974798v1_genomic_00954	GCA_030235295_1_ASM3023529v1_genomic_01869	GCA_030235365_1_ASM3023536v1_genomic_00378	GCA_030235425_1_ASM3023542v1_genomic_01169	GCA_030239835_1_ASM3023983v1_genomic_01799	GCA_030239865_1_ASM3023986v1_genomic_01757	GCA_030240135_1_ASM3024013v1_genomic_01739	GCA_030240165_1_ASM3024016v1_genomic_00772
g00935_00006	g00935	NA	D-alanine-D-alanine ligase or related ATP-grasp enzyme	98	1	10	1	1	1	0	0	0	0	10	D-alanine-D-alanine ligase or related ATP-grasp enzyme(10)	NA(10)	1128	1128	1128.00	12	4	GCA_029747675_1_ASM2974767v1_genomic_00964	GCA_029747785_1_ASM2974778v1_genomic_00950	GCA_029747985_1_ASM2974798v1_genomic_00953	GCA_030235295_1_ASM3023529v1_genomic_01868	GCA_030235365_1_ASM3023536v1_genomic_00322	GCA_030235425_1_ASM3023542v1_genomic_01024	GCA_030239835_1_ASM3023983v1_genomic_01798	GCA_030239865_1_ASM3023986v1_genomic_01758	GCA_030240135_1_ASM3024013v1_genomic_01741	GCA_030240165_1_ASM3024016v1_genomic_00773
